product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"Microsoft Surface Studio i5 - 8GB - 64GB + 1TB - GTX965M","De Microsoft Surface Studio is een all-in-one voor grafisch ontwerpers. Op het scherpe 28 inch beeldscherm met een resolutie van 4500 x 3000 pixels zie je elk detail van je ontwerp of design duidelijk op je netvlies. Beweeg de Surface Pen over het beeldscherm en geef zo vorm aan je volgende ontwerp. Of gebruik het toetsenbord om de all-in-one te bedienen. De Surface Studio is kantelbaar, waardoor je hem gebruikt zoals jij dat fijn vindt. Gebruik hem rechtopstaand als een computer, of leg hem neer en gebruik de Studio als tekentafel. Werk je aan een vertrouwelijk bestand? De TPM-chip en het Windows 10 Pro besturingssysteem slaan je data beveiligd op, zodat alleen jij toegang hebt.","3.549,-","Microsoft","42L-00008","Wireless AC","4.0","Intel Core i5 6440HQ","NVIDIA GeForce GTX965M","2000 MB","8 GB","64 GB SSD + 1 TB HDD","63,735 cm x 1,25 cm x 43,89 cm","9,56 kg"
Desktops QWERTY,"Acer Aspire GX-281 A510504 NL","Op de Acer Aspire GX-281 A510504 NL speel je jouw favoriete games op hoge instellingen. Dankzij de NVIDIA GeForce GTX 1050Ti videokaart ervaar je vloeiende graphics en ben jij de baas tijdens een potje Dishonored 2. De 256 GB PCIe SSD start je games sneller op dan een gewone SSD, waardoor je in een paar seconden aan het begin van een nieuw level staat. Door de AMD Ryzen 5 processor werk je met programma's als Photoshop en is het mogelijk om video's van je mooiste killstreaks in elkaar te knutselen. Met een harde schijf van 1 TB heb je genoeg ruimte op al je bestanden en spellen op je pc te bewaren.","1.099,-","Acer","DG.E0DEH.002","Wireless AC","4.0","AMD Ryzen 5 1600","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","256 GB SSD + 1 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Acer Aspire GX-281 A7X10603 NL","Op de Acer Aspire GX-281 A7X10603 NL speel je games, bewerk je foto's of maak je een simpele video. Zware programma's als Photoshop gebruik je zonder hapering door de AMD Ryzen 7 1700X processor, die voldoende rekenkracht heeft. De NVIDIA GeForce GTX 1060 videokaart heeft genoeg power om games als For Honor op meer dan 60 fps in hoge instellingen te spelen.  Programma's starten binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 2 TB harde schijf. Om aan de slag te gaan met deze desktop heb je alleen nog een monitor en aansluitkabels nodig. Een toetsenbord en muis krijg je bij je aankoop.","1.599,-","Acer","DG.E0DEH.005","Wireless AC","4.0","AMD Ryzen 7 1700X","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Acer Aspire GX-281 A710603 NL","Gebruik de krachtige Acer Aspire GX-281 A710603 NL voor het spelen games op hoge instellingen, het bewerken van foto's of maak een simpele video. Zware programma's als Photoshop gebruik je zonder hapering door de AMD Ryzen 7 1700 processor, die voldoende rekenkracht heeft. De NVIDIA GeForce GTX 1060 videokaart heeft genoeg power om games als For Honor op meer dan 60 fps in hoge instellingen te spelen. Programma's en games starten binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 2 TB harde schijf. Om aan de slag te gaan met deze desktop heb je alleen nog een monitor en aansluitkabels nodig. Een toetsenbord en muis krijg je bij je aankoop.","1.499,-","Acer","DG.E0DEH.004","Wireless AC","4.0","AMD Ryzen 7 1700","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 2 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Microsoft Surface Studio i7 - 16GB - 128GB + 1TB - GTX965M","De Microsoft Surface Studio is een all-in-one voor grafisch ontwerpers. Op het scherpe 28 inch beeldscherm met een resolutie van 4500 x 3000 pixels zie je elk detail van je ontwerp of design duidelijk op je netvlies. Beweeg de Surface Pen over het beeldscherm en geef zo vorm aan je volgende ontwerp. Of gebruik het toetsenbord om de all-in-one te bedienen. De Surface Studio is kantelbaar, waardoor je hem gebruikt zoals jij dat fijn vindt. Gebruik hem rechtopstaand als een computer, of leg hem neer en gebruik de Studio als tekentafel. Werk je aan een vertrouwelijk bestand? De TPM-chip en het Windows 10 Pro besturingssysteem slaan je data beveiligd op, zodat alleen jij toegang hebt.","4.149,-","Microsoft","42Q-00007","Wireless AC","4.0","Intel Core i7 None","NVIDIA GeForce GTX 965","2000 MB","16 GB","128 GB SSD + 1 TB HDD","63,735 cm x 1,25 cm x 43,89 cm","9,56 kg"
Desktops QWERTY,"MSI Trident 3 VR7RC-055EU","De MSI Trident 3 VR7RC-055EU is een compacte desktop om VR games mee te spelen. Deze Trident heeft namelijk de GTX 1060 videokaart aan boord, die krachtig genoeg is om de aanbevolen 90 frames per seconde te halen voor tijdens het spelen van VR games. Dus sluit een VR-bril aan en dompel jezelf onder in virtual reality. Games start je in een paar seconden op via de 256 GB SSD. Ook halveer je zo de laadtijden van je volgende level. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt.","1.499,-","MSI","Trident 3 VR7RC-055EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","23,2 cm x 34,6 cm x 7,2 cm","3,17 kg"
Desktops QWERTY,"MSI Cubi 2-005EU","De MSI Cubi 2-005EU is een mini computer die geschikt is voor alledaagse taken als de boekhouding en een filmpje kijken. Hij is ongeveer zo groot als een notitieblok, heeft een gewicht van nog geen 400 gram en daarom zet je hem neer op een plek naar keuze. Plaats hem achter een monitor en het lijkt net alsof je geen pc hebt staan. Ondanks het kleine formaat ga je in ongeveer 15 seconden aan de gang, want de 128 GB SSD start je mini pc op in ongeveer 15 seconden. Last van lawaai heb je met deze desktop niet, want door de passieve koeling hoor je geen lopende ventilator.","549,-","MSI","Cubi 2-005EU","Wireless AC","4.0","Intel Core i3 7100U","Intel HD Graphics 620","None","4 GB","128 GB SSD","11,5 cm x 11,2 cm x 3,26 cm","0,39 kg"
Desktops QWERTY,"MSI Trident 3 7RB-074EU","De MSI Trident 3 7RB-074EU is een compacte desktop om games mee te spelen op hoge instellingen. Deze Trident heeft namelijk de GTX 1050Ti videokaart aan boord, die krachtig genoeg is om games als For Honor of Prey op hoge instellingen te spelen. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf bij je games. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt. Of stop hem in je rugtas en neem hem mee langs alle LAN-parties.","959,-","MSI","Trident 3 7RB-074EU","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","1 TB hardeschijf","23,2 cm x 34,6 cm x 7,1 cm","3,17 kg"
Desktops QWERTY,"MSI Aegis 3 7RB-045EU","Gamen op hoge instellingen doe je met de compacte MSI Aegis 3 7RB-045EU. De krachtige NVIDIA GeForce GTX 1050Ti heeft voldoende rekenkracht om de nieuwste games met een soepele 60 frames per seconde op hoge instellingen te laten draaien. Je wil graag gezien worden met deze desktop op je bureau, en daarom kies je door de RGB-verlichting één of meer kleuren waarin je de pc laat oplichten. Zo maak je indruk op elke LAN-party. Toe aan een upgrade? Je hebt makkelijk toegang tot de onderdelen, waardoor je de Aegis makkelijk voorziet van extra onderdelen. Met de meegeleverde controller ga je na het uitpakken direct aan de slag met gamen.","999,-","MSI","Aegis 3 7RB-045EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","1 TB harde schijf","16,9 cm x 37,6 cm x 43,3 cm","9,69 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-075EU","Met de MSI Aegis 3 VR7RC-075EU maak je kennis met virtual reality games. De NVIDIA GeForce GTX 1060 videokaart is krachtig genoeg om de aanbevolen 90 frames per seconde te halen bij het spelen van games in VR. Of speel je games op ultra instellingen. De 16 GB SSD is groot genoeg om een 32 bit besturingssysteem op te installeren, waardoor je binnen 15 seconden aan de slag gaat met je desktop na het opstarten. Op de 2 TB harde schijf is ruimte zat voor screenshots, zelf gemonteerde compilaties en natuurlijk al je games. Met de bijgeleverde controller ben je na het uitpakken vrijwel meteen klaar om te gamen.","1.299,-","MSI","Aegis 3 VR7RC-075EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1060","6000 MB","8 GB","16 GB SSD +  2 TB HDD","16,9 cm x 37,6 cm x 43,3 cm","9,69 kg"
Desktops QWERTY,"Acer Aspire C24-760 All-in-One","De Acer Aspire AC24-760 All-In-One is slechts 8 mm dik, maar ondanks dat slanke formaat is er toch een volwaardige computer in deze Full HD monitor gebouwd. Een computer bovendien die geschikt is voor al de dagelijkse digitale taken. Dat maakt deze all-in-one prima geschikt om op een plaats met weinig ruimte toch een werkplek te creëren. Programma's start je binnen een paar seconden op dankzij de SSD. Foto's, video's en andere bestanden bewaar je op de 500 GB harde schijf. En dankzij het meegeleverde toetsenbord en de muis ga je meteen aan de slag.","949,-","Acer","DQ.B8GEH.003","Wireless AC","4.0","Intel Core i3 6100U","Intel HD Graphics 520","None","8 GB","128 GB SSD + 1 TB HDD","54,53 cm x 36,43 cm x 0,8 cm","8 kg"
Desktops QWERTY,"HP Omen 880-052nd","De HP Omen 880-052nd is een desktop voor de echte gamer. Dankzij de krachtige NVIDIA GeForce GTX 1060 videokaart speel je games als Dishonored 2 en For Honor namelijk op ultra instellingen. Sluit je VR bril aan op de desktop om games in virtual reality te spelen. Door de 128 GB SSD is je desktop binnen 15 seconden opgestart. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","1.499,-","HP","1QY05EA#ABH","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","16 GB","128 GB SSD + 1 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","17,6 kg"
Desktops QWERTY,"MSI Infinite A VR7RD-009EU","Als gamer wil je een pc met krachtige hardware en een grote hoeveelheid opslagcapaciteit. De MSI Infinite A VR7RD-009EU is zo'n pc. Aan boord vind je de NVIDIA GeForce GTX 1070, die krachtig genoeg is om de nieuwste games op ultra instellingen te laten draaien of je een ingang te bieden naar virtual reality. Daarvoor sluit je je HTC Vive of Oculus Rift aan op de HDMI poort op de voorkant van de desktop. Met 2 TB aan harde schijfruimte en een 256 GB SSD heb je aan opslag geen gebrek. En omdat je wil laten zien dat dit geen huis-tuin-en-keuken computer is, laat je hem oplichten in een van de 16,8 miljoen beschikbare kleuren.","1.799,-","MSI","Infinite A VR7RD-009EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","21 cm x 48,8 cm x 45 cm","13 kg"
Desktops QWERTY,"HP ENVY All-In-One Curved 34-b000nd","Deze HP Envy All-In-One Curved 34-b000nd All-in-One desktop heeft een curved scherm van 34 inch waar je makkelijk twee vensters naast elkaar opent. Zo heb je zonder moeite je inbox en Photoshop naast elkaar open staan om je bewerkte foto's direct te versturen via de mail. De NVIDIA GeForce GTX 950M laat je ook video's bewerken op het grote scherm. En omdat de computer in het beeldscherm zit verwerkt, heb je geen last meer van een grote hoeveelheid kabels. Pak de computer uit en sluit hem aan de op de stroom om direct aan de slag te gaan met het toetsenbord en de muis die je erbij krijgt.","2.499,-","HP","1AU25EA#ABH","Wireless AC","4.0","Intel Core i7 7700T","NVIDIA GeForce GTX 950M","4000 MB","16 GB","256 GB SSD + 1 TB HDD","20 cm x 81,5 cm x 45,8 cm","11,5 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RD-002EU","Speel Battlefield 1 of For Honor op de hoogste instellingen op de MSI Aegis 3 VR7RD-002EU. De NVIDIA GeForce GTX 1070 videokaart is daar krachtig genoeg voor. Of sluit een VR bril als de Oculus Rift aan op je desktop en verken een virtuele wereld. De 256 GB SSD zorgt ervoor dat je binnen 15 seconden aan de slag gaat en ook het laden van levels is secondenwerk. Wil je na het gamen even ontspannen, open dan een film of video uit je collectie die je kwijt kan op de 2 TB harde schijf. Heb je een LAN party, dan neem je desktop er door het handvat makkelijk mee naartoe.","1.899,-","MSI","Aegis 3 VR7RD-002EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"Medion Akoya E2005 F","De Medion E2005 F is een desktop zonder poespas waarmee je basistaken zoals internetten en e-mailen uitvoert. Zet met PowerPoint een presentatie in elkaar voor school of op kantoor. Leef jezelf uit tijdens een digitale shoppingsessie. Of beleef je lievelingsconcert voor de 38ste keer dankzij de ingebouwde dvd speler. Al je bestanden, video's en muziek bewaar je op de 2 TB harde schijf.","379,-","Medion","10020881","None","None","Intel Celeron N3060","Intel HD Graphics","None","4 GB","2 TB harde schijf","18 cm x 39,5 cm x 37 cm","0,0068 kg"
Desktops QWERTY,"MSI Trident 3 VR7RC-027EU","De MSI Trident 3 VR7RC-027EU is een compacte desktop om VR games mee te spelen. Deze Trident heeft namelijk de GTX 1060 videokaart aan boord, die krachtig genoeg is om de aanbevolen 90 frames per seconde te halen voor tijdens het spelen van VR games zonder dat je misselijk wordt. Dus sluit een VR-bril aan via de HDMI poort en dompel jezelf onder in virtual reality. Games start je in een paar seconden op via de 256 GB SSD. Ook halveer je zo de laadtijden van je volgende level. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt.","1.259,-","MSI","Trident 3 VR7RC-027EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","23,2 cm x 34,6 cm x 7,2 cm","3,17 kg"
Desktops QWERTY,"Medion Erazer X4708 D","Ervaar de nieuwste games op de hoogst mogelijke instellingen op de Medion Erazer X4708 D. De krachtige NVIDIA GeForce GTX 1070 videokaart laat je For Honor of Battlefield 1 spelen op ultra instellingen op je monitor. Of sluit je VR bril aan en speel games in virtual reality. Door de Intel Core i7 processor ga je aan de slag met zware software als Photoshop en Premier Pro om video's te maken van je skills. Je meest gebruikte games en programma's start je binnen een paar seconden op als ze op de 240 GB SSD staan geïnstalleerd. Je screenshots en zelfgemaakte video's bewaar je op de 1 TB harde schijf.","1.469,-","Medion","10021808","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","240 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Lenovo Ideacentre 510S-08IKL 90GB0058MH","Werk de administratie bij, werk verslagen uit of leef je uit door foto's te shoppen op de Lenovo Ideacentre 510S-08IKL 90GB0058MH. Door de Intel Core i5 processor werk je zonder moeite met meerdere programma's tegelijk. Stream bijvoorbeeld je favoriete playlist via Spotify terwijl je je uitleeft tijdens het fotoshoppen. De harde schijf biedt ruimte voor duizenden foto's en andere bestanden. En door zijn compacte formaat plaats je de desktop makkelijk op of onder je bureau. Na het uitpakken heb je alleen nog een monitor, toetsenbord en muis nodig om direct aan de slag te gaan met deze Lenovo.","599,-","Lenovo","90GB0058MH","Wireless AC","4.0","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","1 TB harde schijf","9 cm x 29,7 cm x 34,4 cm","5,2 kg"
Desktops QWERTY,"Medion Akoya P5138 D","Shop foto's, doe de administratie of werk verslagen uit op de Medion Akoya P5138 D. De 240 GB SSD start de desktop binnen 15 seconden op dus je gaat snel aan het werk. Bewerk de nieuwste vakantiekiekjes om te bundelen in een album en bewaar ze vervolgens op de 1 TB harde schijf. Hierop is ruimte genoeg voor duizenden afbeeldingen. Installeer veelgebruikte programma's op de SSD, waardoor ze tot 2 keer sneller opstarten dan als ze op een normale harde schijf zouden staan. De Intel Core i5 processor is geschikt om te multitasken. Stream bijvoorbeeld op de achtergrond een muziekje via Spotify terwijl je de laatste hand legt aan de vakantiefoto's.","749,-","Medion","10021639","None","None","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","240 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"Medion Erazer P3609 D","Speel games, maak een compilatievideo of bewerk je screenshots op de Medion Erazer P3609 D. De nieuwe AMD Ryzen 5 1600 processor geeft je pc genoeg rekenkracht om zware programma's als Photoshop zonder hapering te laten werken. Met de NVIDIA GeForce GTX 1050Ti heb je genoeg power om de nieuwste games op hoge instellingen te spelen. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","999,-","Medion","10021829","Wireless AC","4.0","AMD Ryzen 5 1600","NVIDIA GeForce GTX 1050Ti","4000 MB","16 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Lenovo M710s 10M7005MMH","Op de Lenovo M710S 10M7005MMH werk je op kantoor met de zwaarste software of laat je zonder problemen meerdere programma's op de achtergrond draaien. Gevoelige informatie is veilig op deze desktop dankzij het Windows 10 Pro besturingssysteem en de TPM-chip, die gevoelige data versleutelen zodat de data niet toegankelijk is voor onbevoegden. En zit je in een vergadering maar heb je een bestand niet bij de hand? Maak op afstand verbinding via Windows 10 Pro met je desktop om zo alsnog het bestand te gebruiken. Op de 1 TB harde schijf is ruimte genoeg voor duizenden afbeeldingen en documenten. Bij deze pc krijg je ook een muis en een toetsenbord, dus je hebt alleen nog een monitor en aansluitkabels nodig.","849,-","Lenovo","10M7005MMH","Wireless AC","4.2","Intel Core i7 7700","Intel HD Graphics 630","None","8 GB","1 TB harde schijf","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
Desktops QWERTY,"Medion Erazer X5372 G","Met de Medion Erazer X5372 G speel je de nieuwste games op ultra instellingen of in virtual reality. De NVIDIA GeForce GTX 1070 videokaart is daar krachtig genoeg voor. Bewaar je favoriete games op de 256 GB SSD, waardoor laadtijden halveren en je dus sneller in het volgende level zit. Ruimte voor screenshots, video's en overige bestanden is er op de 2 TB harde schijf. Behoefte aan meer opslagruimte? Omdat je makkelijk bij de onderdelen kan plaats je eenvoudig een extra harde schijf of SSD in deze Medion, zodat je altijd voldoende geheugen hebt.","1.999,-","Medion","10021628","Wireless AC","4.0","Intel Core i7 7700K","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","20,5 cm x 50 cm x 49 cm","19 kg"
Desktops QWERTY,"Lenovo M710q 10MR0051MH","Ondanks zijn compacte formaat is de Lenovo M710q 10MR0051MH krachtig genoeg om zelfs de zwaarste software te gebruiken op kantoor. De krachtige Intel Core i7-7700T processor zorgt ervoor dat je zonder problemen zware programma's gebruikt of 100 tabbladen open laat staan in je browser. Gevoelige data bewaar je met een gerust hart op deze Lenovo, want het Windows 10 Pro besturingssysteem en de TPM-chip versleutelen je data, zodat alleen jij er toegang tot hebt. Omdat deze pc net zo groot is als een notitieboekje, plaats je hem makkelijk op je bureau of achter een monitor. Zo oogt je bureau opgeruimd. Na het uitpakken heb je enkel een monitor en aansluitkabels nodig: een muis en toetsenbord krijg je bij je aankoop.","1.099,-","Lenovo","10MR0051MH","Wireless AC","4.1","Intel Core i7 7700T","Intel HD Graphics 630","None","8 GB","512 GB SSD","17,9 cm x 18,29 cm x 3,45 cm","1,32 kg"
Desktops QWERTY,"Lenovo M710s 10M7005RMH","De Lenovo M710s 10M7005RMH is de zakelijke desktop waarop je bedrijfslogo's maakt en met gevoelige informatie werkt. Vertrouwelijke info is namelijk zo veilig als geld in een kluis dankzij het Windows 10 Pro besturingssysteem en de TPM-chip die je bestanden beveiligd opslaat. Zo heb alleen jij toegang tot de bestanden en kunnen ze niet worden gekopieerd. Door de NVIDIA GeForce GT 730M bewerk je zonder hapering afbeeldingen en logo's. Je veelgebruikte programma's starten binnen enkele seconden op via de 256 GB SSD. Na het uitpakken heb je enkel een monitor en aansluitkabels nodig, want een muis en toetsenbord worden bij deze desktop meegeleverd.","799,-","Lenovo","10M7005RMH","Wireless AC","4.2","Intel Core i5 7400","NVIDIA GeForce GT 730M","2000 MB","8 GB","256 GB SSD","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
Desktops QWERTY,"HP ProDesk 400 G4 1JJ61EA","Op de HP ProDesk 400 G4 1JJ61EA houd je de laatste cijfers bij, werk je met zakelijke applicaties en maak je presentaties. De ingebouwde TPM chip beveiligt je documenten, waardoor niemand anders er toegang tot heeft. Via Windows 10 Pro maak je met andere computers verbinding met jouw ProDesk, waardoor je gemakkelijk op locatie werkt. Dankzij de 128 GB SSD heb je geen lange laadtijden meer. Zo is de ProDesk 400 binnen 15 seconden opgestart. Zijn er problemen met je pc? Dan komt er, dankzij de uitgebreide garantie, de volgende werkdag een monteur bij je langs om ze op te lossen. Muis en toetsenbord zijn standaard meegeleverd, dus ga meteen aan de slag.","627,-","HP","1JJ61EA#ABH","None","None","Intel Core i3 7100","Intel HD Graphics 630","None","4 GB","128 GB SSD","27 cm x 29,6 cm x 9,5 cm","4,6 kg"
Desktops QWERTY,"HP Omen 880-071nd","Met de HP Omen 880-071nd speel je games als Dishonored 2 en For Honor op ultra instellingen dankzij de NVIDIA GeForce GTX 1070 videokaart. Om een game in virtual reality te spelen, sluit je je VR bril aan op de desktop. Je desktop is binnen 15 seconden opgestart vanwege de 256 GB SSD. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","1.999,-","HP","1QY11EA#ABH","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","32 GB","256 GB SSD + 1 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","0,0176 kg"
Desktops QWERTY,"HP Omen 880-076nd","Met de HP Omen 880-076nd speel je games als Dishonored 2 en For Honor op ultra instellingen dankzij de NVIDIA GeForce GTX 1080 Ti videokaart. Om een game in virtual reality te spelen, sluit je je VR bril aan op de desktop. Je desktop is binnen 15 seconden opgestart vanwege de 256 GB SSD. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","2.499,-","HP","1QY39EA#ABH","Wireless AC","4.2","AMD Ryzen 7 1800X","NVIDIA GeForce GTX 1080 Ti","11000 MB","32 GB","256 GB SSD + 1 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","0,0176 kg"
Desktops QWERTY,"Acer Predator G3-710 I10614 NL","Met de Acer Predator G3-710 I10614 NL haal je een krachtige gaming pc in huis. Met de NVIDIA GeForce GTX 1060 videokaart aan boord ben je klaar voor gamen op de hoogste instellingen en zelfs voor virtual reality. Ondersteunt een van je favoriete games virtual reality? Sluit dan een VR bril aan op de desktop en ervaar je games op een totaal andere manier. Programma's starten binnen enkele seconden op via de 256 GB SSD. De 1 TB harde schijf biedt genoeg opslagruimte voor zelfgemaakte video's, films en screenshots van je actiemomenten tijdens het gamen. Heb je al een monitor en aansluitkabels, dan ga je met het meegeleverde toetsenbord en de muis direct aan de slag met deze Predator.","1.699,-","Acer","DG.E08EH.002","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","18 cm x 40,9 cm x 51 cm","12 kg"
Desktops QWERTY,"HP ProDesk 400 G3 1EX82EA","De HP ProDesk 400 G3 1EX82EA is een zakelijke mini desktop waarmee je met meerdere programma's tegelijkertijd werkt. Download bestanden terwijl je afbeeldingen bewerkt voor op je website. Werk je met privacygevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op. Heeft je pc er even geen zin meer in? Dan komt er de volgende dag een monteur bij je langs om hem te repareren.","799,-","HP","1EX82EA#ABH","None","None","Intel Core i5 7500T","Intel HD Graphics 630","None","8 GB","256 GB SSD","17,7 cm x 3,42 cm x 17,47 cm","1,21 kg"
Desktops QWERTY,"Asus Chromebox 2 G072U","De Asus Chromebox 2 G072U is een compacte mini pc die is voorzien van het Google Chrome besturingssysteem. Dit model bevestig je gemakkelijk achter een monitor, zodat je niet eens ziet dat je een computer hebt staan. Het handige van Chrome OS is dat je simpelweg met je eigen Google-account inlogt en direct toegang hebt tot al je favoriete programma's, documenten en instellingen. Hierdoor kan je dus op elke Chromebox en Chromebook inloggen en gelijk al je eigen documenten bij de hand hebt. Daarnaast zijn er geen virussen beschikbaar, dus je beschikt ook nog eens over een veilige computer.","229,-","Asus","90MS00G1-M00730","Wireless AC","4.0","Intel Core i3 3215U","Intel HD Graphics","0 MB","2 GB","16 GB Flash","12,4 cm x 12,4 cm x 4,2 cm","0,6 kg"
Desktops QWERTY,"Acer Predator G6-710 I10622 NL","De Acer Predator G6-710 I10622 NL is gemaakt voor de serieuze gamer. Deze pc beschikt over de NVIDIA GeForce GTX 1060 videokaart, waarmee je games als For Honor op de hoogste instellingen speelt. Of speel een game in virtual reality door een VR bril aan te sluiten op de desktop. De 512 GB SSD start games en programma's in enkele seconden op. En maak je vaak video's van je gameplay, dan bewaar je ze op de 2 TB harde schijf. Of upgrade je RAM geheugen via de 2 lege sloten voor meer denksnelheid. Bij deze Predator krijg je een toetsenbord en muis meegeleverd, waardoor je alleen nog een monitor en aansluitkabels nodig hebt om het online slagveld te betreden.","1.999,-","Acer","DG.E09EH.005","Wireless AC","4.0","Intel Core i7 7700K","NVIDIA GeForce GTX 1060","6000 MB","16 GB","512 GB SSD + 2 TB HDD","18 cm x 40,9 cm x 51 cm","12 kg"
