product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"Lenovo ThinkCentre M710q 10MR0051MH","Ondanks zijn compacte formaat is de Lenovo ThinkCentre M710q 10MR0051MH krachtig genoeg om zelfs de zwaarste software te gebruiken op kantoor. De krachtige Intel Core i7-7700T processor zorgt ervoor dat je zonder problemen zware programma's gebruikt of 100 tabbladen open laat staan in je browser. Gevoelige data bewaar je met een gerust hart op deze Lenovo, want het Windows 10 Pro besturingssysteem en de TPM-chip versleutelen je data, zodat alleen jij er toegang tot hebt. Omdat deze pc net zo groot is als een notitieboekje, plaats je hem makkelijk op je bureau of achter een monitor. Zo oogt je bureau opgeruimd. Na het uitpakken heb je enkel een monitor en aansluitkabels nodig: een muis en toetsenbord krijg je bij je aankoop.","1.074,-","Lenovo","10MR0051MH","Wireless AC","4.1","Intel Core i7 7700T","Intel HD Graphics 630","None","8 GB","512 GB SSD","17,9 cm x 18,29 cm x 3,45 cm","1,32 kg"
Desktops QWERTY,"MSI Infinite VR7RC-013EU","Een gaming pc combineert een krachtige videokaart met veel opslagruimte. De MSI Infinite VR7RC-013EU is wat dat betreft een echte gaming pc. Aan boord vind je de NVIDIA GeForce GTX 1060 videokaart. Hiermee speel je games op ultra instellingen én maak je kennis met virtual reality. Sluit een VR bril aan op de handige HDMI poort aan de voorkant van de desktop en dompel jezelf onder in een andere dimensie. Terwijl je gamet produceert iedere andere pc veel hitte en lawaai, maar door het MSI Silent Storm koelingssysteem blijft de pc stil én koud. Zo heb je geen last van een blazende pc terwijl je in een potje Call of Duty zit.","1.299,-","MSI","Infinite VR7RC-013EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","8 GB","128 GB SSD + 2TB HDD","21 cm x 48,8 cm x 45 cm","13 kg"
Desktops QWERTY,"HP 260-p121nd","Op de HP 260-p121nd houd je je inbox bij, kijk je films en series of doe je de administratie. Terwijl je een e-mail uitstuurt, luister je een muziekje via Spotify of download je een film of serie voor vanavond. De Intel Core i3 processor laat je namelijk in meerdere programma's tegelijkertijd werken. Op de 1 TB harde schijf kun je een hele collectie aan films en series kwijt. En al je vakantiefoto's. Door zijn breedte van 10 cm is de desktop makkelijk onder je bureau of er bovenop te plaatsen zonder dat het veel ruimte in beslag neemt. Heb je al een monitor, dan ga je meteen van start met deze desktop. Een muis en toetsenbord worden meegeleverd.","499,-","HP","Y6V67EA#ABH","Wireless N, Wireless G, Wireless B","4.0","Intel Core i3 6100T","Intel HD Graphics 530","None","4 GB","1 TB harde schijf","10 cm x 30,7 cm x 27,5 cm","4,4 kg"
Desktops QWERTY,"Medion Akoya P5315 J","Met de Medion Akoya P5315 J haal je een pc in huis voor het hele gezin. Door de NVIDIA GeForce GTX 1050 videokaart bewerk je foto's en video's op de desktop en je speelt er games als The Sims of Overwatch mee op hoge instellingen. De Intel Core i7 processor is geschikt om ieder programma zonder hapering te draaien. In ongeveer 15 seconden start de desktop op door de 240 GB SSD, dus je gaat snel aan de slag. Op de 1 TB harde schijf is ruimte voor duizenden foto's en honderden uren aan video.","1.099,-","Medion","10021629","None","None","Intel Core i7 7700","NVIDIA GeForce GTX 1050","2000 MB","8 GB","120 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"Apple Mac Mini 2,8GHz","","1.029,-","Apple","MGEQ2FN/A","Wireless AC","4.0","Intel Core i5 4308U","Intel Iris Graphics","None","8 GB","1 TB harde schijf","19,7 cm x 19,7 cm x 3,6 cm","1,22 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-004EU","Met de MSI Aegis 3 VR7RC-004EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1060 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt dan met een normale harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.249,-","MSI","Aegis 3 VR7RC-004EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1060","6000 MB","8 GB","256 GB SSD + 1 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"Asus VivoPC X M80CJ-NL005T","Met de Asus VivoPC x M80CJ-NL005T haal je een compacte game pc in huis. In de kleine behuizing van deze desktop zit een NVIDIA GeForce GTX 1060 videokaart, waar je games op hoge instellingen mee speelt. Start je favoriete games binnen een paar seconden op door ze te installeren op de 128 GB SSD. De 1 TB harde schijf biedt ruimte om je opgenomen video's vol killstreaks en online dominantie te bewaren. Door zijn compacte formaat plaats je deze desktop waar je wil. Onder je bureau, op je bureau of zelfs achter je monitor: aan jou de keus.","999,-","Asus","90PD0261-M00640","Wireless AC","4.1","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1060","3000 MB","8 GB","128 GB SSD + 1 TB HDD","7,6 cm x 27,99 cm x 25,99 cm","2,3 kg"
Desktops QWERTY,"MSI Aegis 3 7RB-045EU","Gamen op hoge instellingen doe je met de compacte MSI Aegis 3 7RB-045EU. De krachtige NVIDIA GeForce GTX 1050Ti heeft voldoende rekenkracht om de nieuwste games met een soepele 60 frames per seconde op hoge instellingen te laten draaien. Je wil graag gezien worden met deze desktop op je bureau, en daarom kies je door de RGB-verlichting één of meer kleuren waarin je de pc laat oplichten. Zo maak je indruk op elke LAN-party. Toe aan een upgrade? Je hebt makkelijk toegang tot de onderdelen, waardoor je de Aegis makkelijk voorziet van extra onderdelen. Met de meegeleverde controller ga je na het uitpakken direct aan de slag met gamen.","949,-","MSI","Aegis 3 7RB-045EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","1 TB harde schijf","16,9 cm x 37,6 cm x 43,3 cm","9,69 kg"
Desktops QWERTY,"HP All-In-One 24-e081nd","Met de HP All-In-One 24-e081nd winkel je online met Google Chrome, kijk je films op het scherm met Full HD resolutie en houd je jouw boekhouding op orde. Doordat de computer van deze all-in-one is ingebouwd in het scherm, heb je geen last van kabels of van een losse computerkast. De all-in-one start je op binnen enkele seconde dankzij de 256 GB SSD. Dankzij het ingebouwde IPS paneel zie je de ware kleuren van het scherm vanuit iedere hoek. Met de meegeleverde muis en toetsenborden ga je direct aan de slag met deze desktop.","899,-","HP","2BU83EA#ABH","Wireless AC","4.2","Intel Core i3 7100U","Intel HD Graphics 630","None","8 GB","256 GB SSD","42,52 cm x 19,69 cm x 58,42 cm","6,46 kg"
Desktops QWERTY,"HP Pavilion 570-p090nd","Met de HP Pavilion 570-p090nd haal je een pc in huis voor alle digitale taken. Bewerk vakantiekiekjes, speel games dankzij de GTX 1050 videokaart of bewerk een video. Met 16 GB Optane geheugen aan boord start de computer binnen 15 seconden op, waardoor je snel aan het werk gaat. Of nu je een afbeelding bewerkt en er 20 tabbladen openstaan op je webbrowser, het 16 GB aan werkgeheugen laat alles soepel werken zonder haperingen. En heb je veel data nodig die je op wil slaan, dan biedt de 2 TB harde schijf van deze HP genoeg ruimte. Eigenlijk is het een kwestie van uitpakken, aansluiten en aan het werk, want een muis en toetsenbord krijg je bij deze pc.","899,-","HP","1NJ74EA#ABH","Wireless AC","4.2","Intel Core i5 7400","NVIDIA GeForce GTX 1050","2000 MB","16 GB","16 GB Optane + 2 TB HDD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"HP Pavilion All-In-One 24-b235nd","De HP Pavilion All-In-One 24-b235nd is een All-in-One desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Bewerk foto's of download de nieuwe aflevering van je favoriete serie. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op het scherm. Omdat de computer in het beeldscherm is verwerkt, heb je geen losse computerkast. En omdat je een muis en toetsenbord meegeleverd krijgt, ga je meteen aan de slag met deze desktop.","999,-","HP","1NG97EA#ABH","Wireless AC","4.2","Intel Core i5 7400T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","42,52 cm x 19,69 cm x 58,42 cm","6,46 kg"
Desktops QWERTY,"Asus Chromebox 2 G072U","De Asus Chromebox 2 G072U is een compacte mini pc die is voorzien van het Google Chrome besturingssysteem. Dit model bevestig je gemakkelijk achter een monitor, zodat je niet eens ziet dat je een computer hebt staan. Het handige van Chrome OS is dat je simpelweg met je eigen Google-account inlogt en direct toegang hebt tot al je favoriete programma's, documenten en instellingen. Hierdoor kan je dus op elke Chromebox en Chromebook inloggen en gelijk al je eigen documenten bij de hand hebt. Daarnaast zijn er geen virussen beschikbaar, dus je beschikt ook nog eens over een veilige computer.","229,-","Asus","90MS00G1-M00730","Wireless AC","4.0","Intel Celeron 3215U","Intel HD Graphics","0 MB","2 GB","16 GB Flash","12,4 cm x 12,4 cm x 4,2 cm","0,6 kg"
Desktops QWERTY,"Lenovo ThinkCentre M710s 10M7005MMH","Op de Lenovo ThinkCentre M710S 10M7005MMH werk je op kantoor met de zwaarste software of laat je zonder problemen meerdere programma's op de achtergrond draaien. Gevoelige informatie is veilig op deze desktop dankzij het Windows 10 Pro besturingssysteem en de TPM-chip, die gevoelige data versleutelen zodat de data niet toegankelijk is voor onbevoegden. En zit je in een vergadering maar heb je een bestand niet bij de hand? Maak op afstand verbinding via Windows 10 Pro met je desktop om zo alsnog het bestand te gebruiken. Op de 1 TB harde schijf is ruimte genoeg voor duizenden afbeeldingen en documenten. Bij deze pc krijg je ook een muis en een toetsenbord, dus je hebt alleen nog een monitor en aansluitkabels nodig.","799,-","Lenovo","10M7005MMH","Wireless AC","4.2","Intel Core i7 7700","Intel HD Graphics 630","None","8 GB","1 TB harde schijf","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
Desktops QWERTY,"Lenovo Ideacentre AIO 510S-23ISU F0C3001JNY All-in-One","Genoeg kracht om te photoshoppen en multitasken, zonder dat je nog plek hoeft te vinden voor een computerkast. Bij de Lenovo Ideacentre AIO 510S-23ISU F0C3001JNY All-in-One zit de hele pc in een 23 inch touchscreen verwerkt. Kantel het scherm in een fijne werkpositie en bewerk al je fotomateriaal in Full HD. Of open programma's dankzij Windows 10 makkelijk als apps en bedien ze met je vingers op het touchscreen. Met deze All-in-One van Lenovo houd je werkplek bovendien een strakke uitstraling, omdat je vrijwel geen kabels meer nodig hebt. Via wifi ac verbind je draadloos met het internet, terwijl ook de meegeleverde muis en het toetsenbord draadloos zijn.","999,-","Lenovo","F0C3001JNY","Wireless AC","4.0","Intel Core i5 6200U","Intel HD Graphics 520","None","8 GB","256 GB SSD","32,5 cm x 4,17 cm x 52,3 cm","4,4 kg"
Desktops QWERTY,"MSI Trident 3 7RB-074EU","De MSI Trident 3 7RB-074EU is een compacte desktop om games mee te spelen op hoge instellingen. Deze Trident heeft namelijk de GTX 1050Ti videokaart aan boord, die krachtig genoeg is om games als For Honor of Prey op hoge instellingen te spelen. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf bij je games. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt. Of stop hem in je rugtas en neem hem mee langs alle LAN-parties.","959,-","MSI","Trident 3 7RB-074EU","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","1 TB hardeschijf","23,2 cm x 34,6 cm x 7,1 cm","3,17 kg"
Desktops QWERTY,"Asus VivoPC M32CD-K-NL013T","","949,-","Asus","90PD01J8-M24440","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1050","2000 MB","16 GB","256 GB SSD + 1 TB HDD","17,6 cm x 38 cm x 40,8 cm","8,29 kg"
Desktops QWERTY,"Lenovo ThinkCentre M710s 10M7005SMH","De Lenovo ThinkCentre M710s 10M7005SMH is een desktop waarop je veilig werkt op kantoor. Bestanden worden versleuteld opgeslagen via Windows 10 Pro, zodat gevoelige informatie niet bij onbevoegden terecht komt. De TPM-chip zorgt ervoor dat de data niet gekopieerd kunnen worden. Gebruik de desktop voor het bewerken van afbeeldingen, het analyseren van verkoopcijfers of het maken van het jaarverslag. Veelgebruikte programma's start je in enkele seconden op via de 128 GB SSD. Overige data bewaar je op de 1 TB harde schijf. Je krijgt een muis en toetsenbord bij deze desktop, dus na het uitpakken hoef je de pc alleen nog op een monitor aan te sluiten.","724,-","Lenovo","10M7005SMH","Wireless AC","4.2","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
Desktops QWERTY,"Lenovo ThinkCentre M710s 10M7005RMH","De Lenovo ThinkCentre M710s 10M7005RMH is de zakelijke desktop waarop je bedrijfslogo's maakt en met gevoelige informatie werkt. Vertrouwelijke info is namelijk zo veilig als geld in een kluis dankzij het Windows 10 Pro besturingssysteem en de TPM-chip die je bestanden beveiligd opslaat. Zo heb alleen jij toegang tot de bestanden en kunnen ze niet worden gekopieerd. Door de NVIDIA GeForce GT 730M bewerk je zonder hapering afbeeldingen en logo's. Je veelgebruikte programma's starten binnen enkele seconden op via de 256 GB SSD. Na het uitpakken heb je enkel een monitor en aansluitkabels nodig, want een muis en toetsenbord worden bij deze desktop meegeleverd.","749,-","Lenovo","10M7005RMH","Wireless AC","4.2","Intel Core i5 7400","NVIDIA GeForce GT 730M","2000 MB","8 GB","256 GB SSD","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
Desktops QWERTY,"Acer Aspire C24-760 All-in-One","De Acer Aspire AC24-760 All-In-One is slechts 8 mm dik, maar ondanks dat slanke formaat is er toch een volwaardige computer in deze Full HD monitor gebouwd. Een computer bovendien die geschikt is voor al de dagelijkse digitale taken. Dat maakt deze all-in-one prima geschikt om op een plaats met weinig ruimte toch een werkplek te creëren. Programma's start je binnen een paar seconden op dankzij de SSD. Foto's, video's en andere bestanden bewaar je op de 500 GB harde schijf. En dankzij het meegeleverde toetsenbord en de muis ga je meteen aan de slag.","899,-","Acer","DQ.B8GEH.003","Wireless AC","4.0","Intel Core i3 6100U","Intel HD Graphics 520","None","8 GB","128 GB SSD + 1 TB HDD","54,53 cm x 36,43 cm x 0,8 cm","8 kg"
Desktops QWERTY,"HP ProDesk 400 G4 i7-8gb-256ssd","Op de ProDesk 400 G4 i7 256 GB maak je een speciale bedrijfsvideo, bewerk je foto's van het afgelopen uitje en houd je alle orders bij. Door de krachtige Intel Core i7-7700 processor werk je met de zwaarste programma's en met meerdere applicaties tegelijk. Elk programma is binnen enkele seconden opgestart dankzij de 256 GB SSD. Bovendien is de data waar je mee werkt veilig, want de TPM chip en het Windows 10 Pro besturingssysteem zorgen dat je bestanden versleuteld worden opgeslagen. Maak ook via Windows 10 Pro op afstand verbinding met je ProDesk via bijvoorbeeld een laptop. Zo heb je altijd alle data bij de hand tijdens een vergadering of als je thuis werkt.","949,-","HP","772970","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GT 730","2000 MB","8 GB","256 GB SSD","16,5 cm x 35,8 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"Dell OptiPlex 3050 R7M8J","Op de Dell OptiPlex 3050 R7M8J houd je de laatste cijfers bij, bewerk je foto's van het laatste personeelsfeest en ga je aan de slag met presentaties. Via Windows 10 Pro maak je met andere computers verbinding via Remote Desktop met jouw OptiPlex, waardoor je gemakkelijk op locatie werkt. Met een DisplayPort en HDMI aansluiting is deze OptiPlex geschikt voor een dubbele monitor setup. Zo sluit je 2 schermen aan naast elkaar voor extra werkruimte. Ben je klaar met werken, bewaar dan je bestanden op de 500 GB harde schijf. Daarop is ruimte voor al je sheets, documenten en overige data.","699,-","Dell","R7M8J","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","8 GB","500 GB harde schijf","9,2 cm x 29,2 cm x 29 cm","5,15 kg"
Desktops QWERTY,"Medion Erazer P3608 D","Met de Medion Erazer P3608 D ben je klaar voor de nieuwste games op hoge instellingen. Daar heeft de NVIDIA GeForce GTX 1060 videokaart genoeg kracht voor. Of bewerk foto's en maak een video van je online avonturen op deze pc. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","949,-","Medion","10021828","Wireless AC","4.0","AMD Ryzen 5 1500X","NVIDIA GeForce GTX 1060","3000 MB","8 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Medion Akoya S22002","Ben je op zoek naar een pc die amper opvalt en gebruik je hem niet voor veel meer dan internetten en browsen, kies dan de Medion Akoya S22002. Deze mini desktop verberg je met gemak uit het zicht. Zo oogt je bureau altijd opgeruimd. Met de meegeleverde VESA beugel bevestig je de Akoya gemakkelijk achter bijvoorbeeld je monitor of op een andere plek. Ondanks zijn kleine formaat is het een kwestie van enkele seconden voordat de pc is opgestart door de 64 GB SSD. Je gaat dus altijd snel aan de gang met deze Medion.","279,-","Medion","10022027","Wireless AC","4.0","Intel Celeron N3350","Intel HD Graphics","None","4 GB","32 GB SSD","7 cm x 7 cm x 3,14 cm","0,26 kg"
Desktops QWERTY,"HP ProDesk 400 G4 i5-8gb-256ssd","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de HP ProDesk 400 G4 256 GB. Door de dedicated videokaart gaat foto's bewerken soepel en zonder hapering en zet je zelf een simpele video in elkaar. Dankzij de Intel Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met gevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op.","849,-","HP","772971","Wireless AC","4.0","Intel Core i5 7500","NVIDIA GeForce GT 730","2000 MB","8 GB","256 GB SSD","16,5 cm x 35,8 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"Medion Erazer P3609 D","Speel games, maak een compilatievideo of bewerk je screenshots op de Medion Erazer P3609 D. De nieuwe AMD Ryzen 5 1600 processor geeft je pc genoeg rekenkracht om zware programma's als Photoshop zonder hapering te laten werken. Met de NVIDIA GeForce GTX 1050Ti heb je genoeg power om de nieuwste games op hoge instellingen te spelen. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","899,-","Medion","10021829","Wireless AC","4.0","AMD Ryzen 5 1600","NVIDIA GeForce GTX 1050Ti","4000 MB","16 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Asus G11CD-K-NL013T","Bewerk foto's, houd je mailbox bij of speel games op gemiddelde instellingen op de Asus G11CD-K-NL013T. Of zet presentaties in elkaar en werk aan verslagen. Alle bestanden waar je mee werkt, bewaar je op de 1 TB harde schijf. Hier is ruimte genoeg voor wel duizenden foto's en data. Of zet hobbymatig een video in elkaar van de afgelopen vakantie. De Intel Core i5 processor maakt multitasken op deze pc makkelijker. Terwijl je bezig bent met foto's shoppen, stream je je favoriete playlist via Spotify op de achtergrond.","649,-","Asus","90PD01L1-M17800","Wireless AC","4.1","Intel Core i5 7400","AMD Radeon R7 340","2000 MB","8 GB","1 TB harde schijf","17,6 cm x 42,2 cm x 44 cm","0,00978 kg"
Desktops QWERTY,"Dell OptiPlex 3050 DKJFJ","De Dell OptiPlex 3050 MFXX8 is een zakelijke mini desktop waarmee je de laatste cijfers bekijkt en presentaties maakt met wat zelf bewerkte afbeeldingen. Door zijn formaat past de pc makkelijk achter je monitor. Zo lijkt je bureau altijd opgeruimd. Deze compacte pc draait op Windows 10 Pro, waardoor je via Remote Desktop gemakkelijk verbinding maakt met andere computers. Handig als je een dag thuis werkt of bij een klant op bezoek bent. De 128 GB SSD start je programma's in enkele seconden op, zodat je meteen aan de slag gaat op het werk.","649,-","Dell","DKJFJ","Wireless AC","4.2","Intel Core i5 7500T","Intel HD Graphics 630","None","4 GB","128 GB SSD","3,6 cm x 17,8 cm x 18,2 cm","1,17 kg"
Desktops QWERTY,"Medion Akoya S22001","Ben je op zoek naar een pc die amper opvalt en gebruik je hem niet voor veel meer dan internetten en browsen, kies dan de Medion Akoya S22001. Deze mini desktop verberg je met gemak uit het zicht. Zo oogt je bureau altijd opgeruimd. Met de meegeleverde VESA beugel bevestig je de Akoya gemakkelijk achter bijvoorbeeld je monitor of op een andere plek. Ondanks zijn kleine formaat is het een kwestie van enkele seconden voordat de pc is opgestart door de 32 GB SSD. Je gaat dus altijd snel aan de gang met deze Medion.","229,-","Medion","10022028","Wireless AC","4.0","Intel Celeron N3350","Intel HD Graphics","None","2 GB","32 GB SSD","7 cm x 7 cm x 3,14 cm","0,26 kg"
Desktops QWERTY,"HP ProDesk 400 G4 1JJ61EA","Op de HP ProDesk 400 G4 1JJ61EA houd je de laatste cijfers bij, werk je met zakelijke applicaties en maak je presentaties. De ingebouwde TPM chip beveiligt je documenten, waardoor niemand anders er toegang tot heeft. Via Windows 10 Pro maak je met andere computers verbinding met jouw ProDesk, waardoor je gemakkelijk op locatie werkt. Dankzij de 128 GB SSD heb je geen lange laadtijden meer. Zo is de ProDesk 400 binnen 15 seconden opgestart. Zijn er problemen met je pc? Dan komt er, dankzij de uitgebreide garantie, de volgende werkdag een monteur bij je langs om ze op te lossen. Muis en toetsenbord zijn standaard meegeleverd, dus ga meteen aan de slag.","627,-","HP","1JJ61EA#ABH","None","None","Intel Core i3 7100","Intel HD Graphics 630","None","4 GB","128 GB SSD","27 cm x 29,6 cm x 9,5 cm","4,6 kg"
Desktops QWERTY,"Dell OptiPlex 3050 3KPRW","Op de Dell OptiPlex 3050 3KPRW houd je de laatste cijfers bij, werk je met zakelijke applicaties en maak je presentaties. Via Windows 10 Pro maak je met andere computers verbinding via Remote Desktop met jouw OptiPlex, waardoor je gemakkelijk op locatie werkt. Met een DisplayPort en HDMI aansluiting is deze OptiPlex geschikt om met 2 monitoren tegelijk te werken. Zo creëer je extra werkruimte. Programma's starten in enkele seconden op via de 128 GB SSD. Zo hoef je nooit lang te wachten om aan het werk te gaan.","599,-","Dell","3KPRW","None","None","Intel Core i3 7100","Intel HD Graphics 630","None","4 GB","128 GB SSD","9,2 cm x 29,2 cm x 29 cm","5,15 kg"
Desktops QWERTY,"HP ProDesk 400 G3 i5-8gb-256ssd Mini","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de HP ProDesk 400 G3 i5 256 GB Mini voor op kantoor. Dankzij de Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met privacygevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op. Door zijn kleine formaat is de desktop makkelijk achter een monitor te plaatsen.","749,-","HP","772974","None","4.0","Intel Core i5 7500T","Intel HD Graphics 630","None","8 GB","256 GB SSD","9,398 cm x 29,718 cm x 26,924 cm","4,6 kg"
Desktops QWERTY,"Dell OptiPlex 3050 87X24","Op de Dell OptiPlex 3050 87X24 houd je de laatste cijfers bij, werk je met zakelijke applicaties en maak je presentaties. Via Windows 10 Pro maak je met andere computers verbinding via Remote Desktop met jouw OptiPlex, waardoor je gemakkelijk op locatie werkt. Met een DisplayPort en HDMI aansluiting is deze OptiPlex geschikt voor een dubbele monitor setup. Zo sluit je 2 schermen aan naast elkaar voor extra werkruimte. Ben je klaar met werken, bewaar dan je bestanden op de 500 GB harde schijf. Daarop is ruimte voor al je sheets, documenten en overige data.","574,-","Dell","87X24","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","4 GB","500 GB harde schijf","9,2 cm x 29,2 cm x 29 cm","5,15 kg"
Desktops QWERTY,"Acer Aspire AC-720 I5010 NL NT All-In-One","De Acer Aspire AC-720 I5010 NL NT All-In-One is een alles-in-een desktop oplossing. Werk aan schoolopdrachten op het 19,5 inch beeldscherm. Of zet een leuke verjaardagsmail in elkaar en verstuur deze naar je familie. Foto's en video's van de zomervakantie bewaar je eenvoudig op de 1 TB harde schijf. De complete desktop bevindt zich in het beeldscherm van deze all-in-one. Zo blijft er meer ruimte over bij je bureau in vergelijking met een traditionele desktop. Een toetsenbord en muis wordt standaard meegeleverd. Na het uitpakken ga je dus meteen aan de slag.","549,-","Acer","DQ.B6ZEH.001","Wireless AC, Wireless N, Wireless G, Wireless B","4.0","Intel Pentium J3710","Intel HD Graphics 405","None","4 GB","1 TB harde schijf","47,8 cm x 3,1 cm x 38,7 cm","12,5 kg"
Desktops QWERTY,"MSI Cubi 2-005EU","De MSI Cubi 2-005EU is een mini computer die geschikt is voor alledaagse taken als de boekhouding en een filmpje kijken. Hij is ongeveer zo groot als een notitieblok, heeft een gewicht van nog geen 400 gram en daarom zet je hem neer op een plek naar keuze. Plaats hem achter een monitor en het lijkt net alsof je geen pc hebt staan. Ondanks het kleine formaat ga je in ongeveer 15 seconden aan de gang, want de 128 GB SSD start je mini pc op in ongeveer 15 seconden. Last van lawaai heb je met deze desktop niet, want door de passieve koeling hoor je geen lopende ventilator.","549,-","MSI","Cubi 2-005EU","Wireless AC","4.0","Intel Core i3 7100U","Intel HD Graphics 620","None","4 GB","128 GB SSD","11,5 cm x 11,2 cm x 3,26 cm","0,39 kg"
Desktops QWERTY,"Dell OptiPlex 3050 MFXX8","De Dell OptiPlex 3050 MFXX8 is een zakelijke compacte desktop waarmee je de laatste cijfers bekijkt en presentaties maakt. Deze compacte pc draait op Windows 10 Pro, waardoor je via Remote Desktop gemakkelijk verbinding maakt met andere computers. Handig als je een dag thuis werkt of bij een klant op bezoek bent met je laptop. De 128 GB SSD start je programma's in enkele seconden op, zodat je meteen aan de slag gaat op het werk.","549,-","Dell","MFXX8","Wireless AC","4.2","Intel Core i3 7100T","Intel HD Graphics 630","None","4 GB","128 GB SSD","3,6 cm x 17,8 cm x 18,2 cm","1,17 kg"
Desktops QWERTY,"HP All-In-One 20-c010nd","Met de HP All-In-One 20-c010nd winkel je online met Google Chrome, maak je een verslag en houd je jouw boekhouding op orde. Doordat de computer van deze all-in-one is ingebouwd in het scherm, heb je geen last van kabels of van een losse computerkast. Foto's, filmpjes en andere bestanden sla je op dankzij de opslagcapaciteit van 1 TB. Wanneer je een video kijkt op YouTube heb je geen extra speakers nodig. Deze zitten namelijk ingebouwd in de all-in-one. Bij deze all-in-one wordt een toetsenbord en een muis meegeleverd waardoor je direct met deze desktop aan de slag gaat.","499,-","HP","1EF19EA#ABH","Wireless N, Wireless G, Wireless B","4.0","Intel Celeron J3060","Intel HD Graphics 400","None","8 GB","1 TB harde schijf","49,5 cm x 18,4 cm x 37 cm","4,4 kg"
